edible,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
Yes,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Smooth,Buff,Yes,Foul,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Woods
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
Yes,Convex,Smooth,Red,Yes,None,Free,Close,Broad,Red,Enlarging,N/A,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Woods
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Woods
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Bell,Scaly,White,Yes,None,Free,Crowded,Narrow,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,White,Clustered,Leaves
No,Flat,Smooth,Buff,Yes,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Several,Urban
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Woods
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Smooth,White,Yes,Foul,Free,Close,Broad,White,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban
Yes,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods
No,Convex,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
Yes,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Buff,Yes,None,Free,Close,Broad,Red,Enlarging,N/A,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Woods
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths
Yes,Convex,Scaly,Purple,No,None,Free,Close,Narrow,Chocolate,Enlarging,N/A,Smooth,Fibrous,White,White,Partial,White,One,Flaring,Chocolate,Solitary,Woods
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Woods
Yes,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Woods
No,Flat,Smooth,Buff,Yes,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Urban
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Woods
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Paths
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Woods
Yes,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
Yes,Convex,Smooth,Buff,Yes,None,Free,Close,Broad,Red,Enlarging,N/A,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths
Yes,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Woods
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Woods
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Paths
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Woods
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Woods
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Smooth,Gray,No,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Smooth,Gray,Yes,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Woods
Yes,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
Yes,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Paths
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
Yes,Knobbed,Scaly,Buff,Yes,None,Free,Close,Broad,Red,Enlarging,N/A,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Convex,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Woods
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Convex,Smooth,White,Yes,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Urban
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths
Yes,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Woods
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Woods
No,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Woods
No,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
Yes,Flat,Fibrous,Cinnamon,No,None,Free,Crowded,Narrow,White,Enlarging,Bulbous,Smooth,Fibrous,White,Brown,Partial,White,One,Evanescent,White,Several,Leaves
No,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
No,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths
